Transaction_ID,Sale_Date,Shoe_Model,Colorway,Condition,Retail_Price_USD,Resale_Price_USD,Sales_Channel,Days_in_Inventory,Profit_Margin_USD
TRX-103072,2023-02-17,Air Jordan 4 Retro,Lost & Found,Deadstock (Brand New),210,447.95,GOAT,8,237.95
TRX-103073,2025-06-22,Air Jordan 3 Retro,Chicago,Deadstock (Brand New),210,518.78,Stadium Goods,14,308.78
TRX-103074,2024-03-26,Air Jordan 11 Retro,Black Cat,Used,230,124.34,GOAT,12,-105.66
TRX-103075,2023-08-26,Air Jordan 3 Retro,Mocha,Used,208,132.11,GOAT,3,-75.88999999999999
TRX-103076,2024-08-13,Air Jordan 3 Retro,Pine Green,Used,210,176.39,kick hub 2026,47,-33.610000000000014
TRX-103077,2024-04-20,Air Jordan 3 Retro,Black Cat,Deadstock (Brand New),205,397.04,StockX,9,192.04000000000002
TRX-103078,2024-11-13,Air Jordan 3 Retro,Mocha,VNDS (Very Near Deadstock),208,235.95,Stadium Goods,41,27.94999999999999
TRX-103079,2024-02-10,Air Jordan 1 Low,Black Cat,Deadstock (Brand New),137,294.36,StockX,1,157.36
TRX-103080,2024-07-11,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),227,313.98,GOAT,5,86.98000000000002
TRX-103081,2024-11-04,Air Jordan 3 Retro,Mocha,Deadstock (Brand New),203,456.2,kick hub 2026,19,253.2
TRX-103082,2024-01-12,Air Jordan 1 Low,Chicago,VNDS (Very Near Deadstock),135,126.62,GOAT,6,-8.379999999999995
TRX-103083,2025-07-04,Air Jordan 1 High,Sail,Used,173,152.99,kick hub 2026,47,-20.00999999999999
TRX-103084,2023-12-19,Air Jordan 3 Retro,Black Cat,Used,208,134.96,Stadium Goods,58,-73.03999999999999
TRX-103085,2025-07-26,Air Jordan 11 Retro,Pine Green,VNDS (Very Near Deadstock),227,245.66,GOAT,8,18.659999999999997
TRX-103086,2024-10-20,Air Jordan 1 High,Chicago,Used,177,92.75,GOAT,7,-84.25
TRX-103087,2024-12-14,Air Jordan 3 Retro,Bred,Deadstock (Brand New),205,305.23,kick hub 2026,20,100.23000000000002
TRX-103088,2024-04-29,Air Jordan 1 Low,Black Cat,VNDS (Very Near Deadstock),138,205.28,GOAT,7,67.28
TRX-103089,2025-01-22,Air Jordan 1 High,Bred,Used,186,138.75,kick hub 2026,8,-47.25
TRX-103090,2023-11-15,Air Jordan 11 Retro,Concord,Deadstock (Brand New),227,747.67,StockX,10,520.67
TRX-103091,2023-04-25,Air Jordan 11 Retro,Military Blue,Used,227,148.83,Stadium Goods,40,-78.16999999999999
TRX-103092,2024-04-13,Air Jordan 1 High,Bred,Deadstock (Brand New),179,330.1,Stadium Goods,7,151.10000000000002
TRX-103093,2024-06-26,Air Jordan 4 Retro,Military Blue,VNDS (Very Near Deadstock),223,306.11,Stadium Goods,5,83.11000000000001
TRX-103094,2024-01-20,Air Jordan 1 Low,Lost & Found,VNDS (Very Near Deadstock),129,140.38,Walk-in Retail,43,11.379999999999995
TRX-103095,2023-02-13,Air Jordan 11 Retro,Mocha,Used,227,184.65,Stadium Goods,6,-42.349999999999994
TRX-103096,2024-10-27,Air Jordan 1 High,Sail,Deadstock (Brand New),179,286.18,kick hub 2026,25,107.18
TRX-103097,2023-04-06,Air Jordan 4 Retro,Mocha,Used,221,112.43,kick hub 2026,47,-108.57
TRX-103098,2024-08-03,Air Jordan 1 Low,Lost & Found,VNDS (Very Near Deadstock),113,118.68,Stadium Goods,25,5.680000000000007
TRX-103099,2024-08-03,Air Jordan 11 Retro,Chicago,Deadstock (Brand New),226,576.94,Stadium Goods,10,350.94000000000005
TRX-103100,2025-05-06,Air Jordan 3 Retro,Mocha,Used,202,149.44,Stadium Goods,21,-52.56
TRX-103101,2024-03-28,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),227,309.7,StockX,2,82.69999999999999
TRX-103102,2023-01-03,Air Jordan 1 High,Mocha,VNDS (Very Near Deadstock),186,228.97,Stadium Goods,17,42.97
TRX-103103,2023-08-20,Air Jordan 1 Low,Pine Green,Deadstock (Brand New),122,406.12,StockX,1,284.12
TRX-103104,2024-04-03,Air Jordan 1 High,Military Blue,VNDS (Very Near Deadstock),186,247.4,kick hub 2026,58,61.400000000000006
TRX-103105,2024-05-01,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),228,260.35,kick hub 2026,53,32.35000000000002
TRX-103106,2024-02-01,Air Jordan 11 Retro,Concord,VNDS (Very Near Deadstock),228,272.93,GOAT,12,44.93000000000001
TRX-103107,2024-03-05,Air Jordan 1 High,Concord,Deadstock (Brand New),185,504.12,kick hub 2026,29,319.12
TRX-103108,2023-05-13,Air Jordan 1 High,Black Cat,Deadstock (Brand New),186,537.6,Stadium Goods,14,351.6
TRX-103109,2025-05-28,Air Jordan 3 Retro,Sail,Used,203,159.23,kick hub 2026,31,-43.77000000000001
TRX-103110,2025-02-07,Air Jordan 3 Retro,Bred,Deadstock (Brand New),201,367.86,Stadium Goods,27,166.86
TRX-103111,2024-09-06,Air Jordan 3 Retro,Bred,VNDS (Very Near Deadstock),207,224.51,Stadium Goods,54,17.50999999999999
TRX-103112,2024-04-26,Air Jordan 1 High,Military Blue,VNDS (Very Near Deadstock),188,226.19,Stadium Goods,35,38.19
TRX-103113,2024-10-28,Air Jordan 3 Retro,Bred,VNDS (Very Near Deadstock),202,215.05,Stadium Goods,40,13.050000000000011
TRX-103114,2024-10-26,Air Jordan 3 Retro,Pine Green,Used,205,112.9,Stadium Goods,29,-92.1
TRX-103115,2024-01-09,Air Jordan 1 High,Chicago,VNDS (Very Near Deadstock),185,208.39,kick hub 2026,6,23.389999999999986
TRX-103116,2023-11-29,Air Jordan 11 Retro,Mocha,Deadstock (Brand New),225,528.77,Stadium Goods,26,303.77
TRX-103117,2024-12-22,Air Jordan 4 Retro,Chicago,VNDS (Very Near Deadstock),210,252.3,Stadium Goods,26,42.30000000000001
TRX-103118,2024-08-21,Air Jordan 11 Retro,Chicago,Used,230,168.1,kick hub 2026,6,-61.900000000000006
TRX-103119,2025-06-18,Air Jordan 1 Low,Mocha,Used,131,109.15,Walk-in Retail,57,-21.849999999999994
TRX-103120,2025-01-11,Air Jordan 3 Retro,Lost & Found,Used,203,134.35,StockX,14,-68.65
TRX-103121,2024-01-28,Air Jordan 4 Retro,Military Blue,Deadstock (Brand New),212,682.79,kick hub 2026,17,470.78999999999996
TRX-103122,2025-05-30,Air Jordan 3 Retro,Concord,Used,207,183.17,kick hub 2026,57,-23.830000000000013
TRX-103123,2023-04-23,Air Jordan 11 Retro,Pine Green,Used,229,189.34,kick hub 2026,28,-39.66
TRX-103124,2025-03-11,Air Jordan 1 Low,Black Cat,VNDS (Very Near Deadstock),128,136.85,kick hub 2026,18,8.849999999999994
TRX-103125,2024-09-11,Air Jordan 1 High,Mocha,Deadstock (Brand New),180,509.05,Walk-in Retail,42,329.05
TRX-103126,2024-12-16,Air Jordan 1 High,Pine Green,VNDS (Very Near Deadstock),187,261.03,StockX,8,74.02999999999997
TRX-103127,2025-09-14,Air Jordan 1 High,Black Cat,Used,185,160.6,StockX,13,-24.400000000000006
TRX-103128,2025-05-12,Air Jordan 1 Low,Military Blue,Used,127,74.79,kick hub 2026,47,-52.209999999999994
TRX-103129,2023-01-04,Air Jordan 1 High,Black Cat,Used,176,88.74,Walk-in Retail,53,-87.26
TRX-103130,2024-04-01,Air Jordan 1 High,Bred,VNDS (Very Near Deadstock),173,193.27,Walk-in Retail,39,20.27000000000001
TRX-103131,2024-03-01,Air Jordan 1 High,Black Cat,VNDS (Very Near Deadstock),178,245.15,kick hub 2026,38,67.15
TRX-103132,2024-11-19,Air Jordan 1 High,Bred,VNDS (Very Near Deadstock),189,278.85,kick hub 2026,24,89.85000000000002
TRX-103133,2025-02-19,Air Jordan 1 Low,Military Blue,Deadstock (Brand New),116,260.61,GOAT,14,144.61
TRX-103134,2023-09-13,Air Jordan 1 High,Sail,VNDS (Very Near Deadstock),188,202.82,Stadium Goods,45,14.819999999999993
TRX-103135,2023-07-29,Air Jordan 3 Retro,Bred,Used,205,104.23,Stadium Goods,25,-100.77
TRX-103136,2024-12-13,Air Jordan 11 Retro,Bred,VNDS (Very Near Deadstock),227,209.09,GOAT,10,-17.909999999999997
TRX-103137,2025-06-03,Air Jordan 4 Retro,Bred,Deadstock (Brand New),222,519.08,Stadium Goods,53,297.08000000000004
TRX-103138,2025-08-28,Air Jordan 4 Retro,Sail,VNDS (Very Near Deadstock),213,204.09,Walk-in Retail,10,-8.909999999999997
TRX-103139,2023-02-05,Air Jordan 4 Retro,Military Blue,Used,223,168.72,Walk-in Retail,57,-54.28
TRX-103140,2025-03-12,Air Jordan 4 Retro,Concord,VNDS (Very Near Deadstock),216,265.4,Walk-in Retail,41,49.39999999999998
TRX-103141,2025-08-17,Air Jordan 1 High,Lost & Found,Used,178,138.07,Walk-in Retail,22,-39.93000000000001
TRX-103142,2024-08-06,Air Jordan 11 Retro,Black Cat,VNDS (Very Near Deadstock),230,312.73,GOAT,14,82.73000000000002
TRX-103143,2023-05-24,Air Jordan 1 Low,Chicago,VNDS (Very Near Deadstock),114,154.17,StockX,13,40.16999999999999
TRX-103144,2023-11-19,Air Jordan 1 Low,Military Blue,Deadstock (Brand New),127,400.02,Walk-in Retail,58,273.02
TRX-103145,2023-07-06,Air Jordan 1 Low,Pine Green,VNDS (Very Near Deadstock),122,127.35,GOAT,4,5.349999999999994
TRX-103146,2024-06-13,Air Jordan 1 Low,Mocha,Deadstock (Brand New),111,310.44,kick hub 2026,57,199.44
TRX-103147,2024-09-14,Air Jordan 3 Retro,Lost & Found,Used,209,126.87,GOAT,6,-82.13
TRX-103148,2024-12-01,Air Jordan 4 Retro,Mocha,VNDS (Very Near Deadstock),222,214.2,StockX,7,-7.800000000000011
TRX-103149,2024-11-10,Air Jordan 11 Retro,Military Blue,VNDS (Very Near Deadstock),230,300.27,kick hub 2026,12,70.26999999999998
TRX-103150,2024-10-07,Air Jordan 11 Retro,Pine Green,VNDS (Very Near Deadstock),229,274.16,kick hub 2026,50,45.160000000000025
TRX-103151,2025-05-05,Air Jordan 4 Retro,Military Blue,Used,222,161.78,GOAT,11,-60.22
TRX-103152,2023-04-22,Air Jordan 4 Retro,Black Cat,Used,218,143.52,kick hub 2026,37,-74.47999999999999
TRX-103153,2025-08-05,Air Jordan 11 Retro,Chicago,Used,225,193.29,StockX,14,-31.710000000000008
TRX-103154,2023-11-22,Air Jordan 4 Retro,Sail,VNDS (Very Near Deadstock),210,278.86,GOAT,1,68.86000000000001
TRX-103155,2025-07-22,Air Jordan 1 High,Bred,VNDS (Very Near Deadstock),171,181.1,Stadium Goods,10,10.099999999999994
TRX-103156,2024-11-06,Air Jordan 3 Retro,Sail,Used,205,104.29,kick hub 2026,8,-100.71
TRX-103157,2025-03-03,Air Jordan 1 High,Mocha,VNDS (Very Near Deadstock),181,251.08,Walk-in Retail,51,70.08000000000001
TRX-103158,2024-02-04,Air Jordan 1 High,Military Blue,Deadstock (Brand New),187,396.24,Stadium Goods,37,209.24
TRX-103159,2023-02-06,Air Jordan 11 Retro,Military Blue,Deadstock (Brand New),228,529.83,GOAT,9,301.83000000000004
TRX-103160,2023-10-10,Air Jordan 3 Retro,Mocha,VNDS (Very Near Deadstock),209,300.28,StockX,8,91.27999999999997
TRX-103161,2023-06-24,Air Jordan 1 Low,Sail,Deadstock (Brand New),140,472.01,Walk-in Retail,26,332.01
TRX-103162,2024-12-10,Air Jordan 1 Low,Concord,VNDS (Very Near Deadstock),130,123.24,GOAT,13,-6.760000000000005
TRX-103163,2025-09-03,Air Jordan 3 Retro,Bred,Deadstock (Brand New),202,663.07,kick hub 2026,25,461.07000000000005
TRX-103164,2023-02-18,Air Jordan 3 Retro,Pine Green,VNDS (Very Near Deadstock),202,277.79,GOAT,14,75.79000000000002
TRX-103165,2024-11-28,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),178,228.86,Stadium Goods,57,50.860000000000014
TRX-103166,2024-02-03,Air Jordan 1 High,Lost & Found,Used,182,92.56,StockX,7,-89.44
TRX-103167,2024-08-21,Air Jordan 1 Low,Concord,VNDS (Very Near Deadstock),137,191.3,kick hub 2026,52,54.30000000000001
TRX-103168,2024-04-06,Air Jordan 3 Retro,Black Cat,Used,205,152.46,Walk-in Retail,22,-52.53999999999999
TRX-103169,2025-08-26,Air Jordan 1 High,Sail,Used,179,122.35,GOAT,12,-56.650000000000006
TRX-103170,2025-07-02,Air Jordan 11 Retro,Black Cat,Deadstock (Brand New),225,695.76,GOAT,5,470.76
TRX-103171,2025-08-21,Air Jordan 4 Retro,Chicago,VNDS (Very Near Deadstock),210,193.75,StockX,13,-16.25
TRX-103172,2023-05-27,Air Jordan 3 Retro,Chicago,VNDS (Very Near Deadstock),204,285.98,kick hub 2026,55,81.98000000000002
TRX-103173,2025-02-24,Air Jordan 3 Retro,Mocha,Used,210,175.39,Walk-in Retail,20,-34.610000000000014
TRX-103174,2023-04-11,Air Jordan 1 High,Concord,Deadstock (Brand New),183,244.61,GOAT,11,61.610000000000014
TRX-103175,2023-06-04,Air Jordan 11 Retro,Lost & Found,Used,230,162.58,Walk-in Retail,52,-67.41999999999999
TRX-103176,2023-05-30,Air Jordan 3 Retro,Chicago,Used,200,149.19,Stadium Goods,17,-50.81
TRX-103177,2024-07-05,Air Jordan 4 Retro,Chicago,Used,225,128.65,GOAT,1,-96.35
TRX-103178,2025-01-13,Air Jordan 11 Retro,Concord,VNDS (Very Near Deadstock),228,289.71,Stadium Goods,8,61.70999999999998
TRX-103179,2023-02-27,Air Jordan 4 Retro,Sail,Deadstock (Brand New),213,393.74,Walk-in Retail,42,180.74
TRX-103180,2024-06-17,Air Jordan 4 Retro,Concord,VNDS (Very Near Deadstock),216,206.49,kick hub 2026,40,-9.509999999999991
TRX-103181,2024-03-27,Air Jordan 3 Retro,Mocha,Used,205,103.39,StockX,13,-101.61
TRX-103182,2023-07-24,Air Jordan 4 Retro,Black Cat,VNDS (Very Near Deadstock),214,225.58,kick hub 2026,33,11.580000000000013
TRX-103183,2024-03-23,Air Jordan 3 Retro,Pine Green,Deadstock (Brand New),210,716.28,Walk-in Retail,34,506.28
TRX-103184,2023-05-07,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),225,251.01,GOAT,3,26.00999999999999
TRX-103185,2024-07-22,Air Jordan 1 High,Sail,Deadstock (Brand New),181,391.27,Stadium Goods,5,210.26999999999998
TRX-103186,2024-12-10,Air Jordan 4 Retro,Military Blue,VNDS (Very Near Deadstock),219,293.94,StockX,12,74.94
TRX-103187,2023-06-05,Air Jordan 3 Retro,Concord,Deadstock (Brand New),208,506.46,Walk-in Retail,46,298.46
TRX-103188,2023-02-05,Air Jordan 4 Retro,Military Blue,Used,213,179.7,StockX,14,-33.30000000000001
TRX-103189,2023-07-22,Air Jordan 4 Retro,Concord,Used,218,133.19,Walk-in Retail,28,-84.81
TRX-103190,2025-02-28,Air Jordan 3 Retro,Concord,Used,200,139.85,StockX,14,-60.150000000000006
TRX-103191,2023-01-31,Air Jordan 1 High,Mocha,Used,179,154.84,kick hub 2026,53,-24.159999999999997
TRX-103192,2024-02-15,Air Jordan 11 Retro,Concord,Used,225,125.93,Stadium Goods,46,-99.07
TRX-103193,2024-04-20,Air Jordan 1 Low,Chicago,Deadstock (Brand New),126,223.89,Stadium Goods,23,97.88999999999999
TRX-103194,2023-03-24,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),185,240.58,StockX,3,55.58000000000001
TRX-103195,2024-01-26,Air Jordan 3 Retro,Concord,Deadstock (Brand New),203,566.21,GOAT,14,363.21000000000004
TRX-103196,2025-07-09,Air Jordan 11 Retro,Sail,Used,230,154.91,Stadium Goods,12,-75.09
TRX-103197,2023-07-29,Air Jordan 4 Retro,Bred,Used,220,146.15,kick hub 2026,49,-73.85
TRX-103198,2025-08-12,Air Jordan 3 Retro,Chicago,VNDS (Very Near Deadstock),204,192.32,Stadium Goods,53,-11.680000000000007
TRX-103199,2025-02-12,Air Jordan 3 Retro,Concord,Used,210,110.75,Walk-in Retail,9,-99.25
TRX-103200,2023-12-12,Air Jordan 3 Retro,Sail,Deadstock (Brand New),202,330.02,Walk-in Retail,16,128.01999999999998
TRX-103201,2025-08-09,Air Jordan 1 Low,Black Cat,VNDS (Very Near Deadstock),133,147.59,StockX,11,14.590000000000003
TRX-103202,2024-10-16,Air Jordan 11 Retro,Black Cat,Used,225,191.94,GOAT,7,-33.06
TRX-103203,2024-04-22,Air Jordan 11 Retro,Lost & Found,Deadstock (Brand New),229,662.14,Walk-in Retail,18,433.14
TRX-103204,2024-03-18,Air Jordan 11 Retro,Sail,Used,226,198.01,kick hub 2026,41,-27.99000000000001
TRX-103205,2023-01-16,Air Jordan 11 Retro,Concord,Used,227,191.5,kick hub 2026,31,-35.5
TRX-103206,2023-02-03,Air Jordan 3 Retro,Black Cat,VNDS (Very Near Deadstock),207,308.43,Walk-in Retail,26,101.43
TRX-103207,2023-02-02,Air Jordan 4 Retro,Sail,VNDS (Very Near Deadstock),219,226.32,Stadium Goods,44,7.319999999999993
TRX-103208,2024-02-18,Air Jordan 1 Low,Mocha,VNDS (Very Near Deadstock),134,159.49,Stadium Goods,23,25.49000000000001
TRX-103209,2023-05-20,Air Jordan 1 High,Chicago,Deadstock (Brand New),186,400.7,kick hub 2026,59,214.7
TRX-103210,2023-07-20,Air Jordan 4 Retro,Sail,Used,221,110.91,Walk-in Retail,22,-110.09
TRX-103211,2023-04-11,Air Jordan 3 Retro,Black Cat,VNDS (Very Near Deadstock),203,230.23,StockX,11,27.22999999999999
TRX-103212,2024-04-28,Air Jordan 1 High,Military Blue,Deadstock (Brand New),187,283.42,Walk-in Retail,53,96.42000000000002
TRX-103213,2023-07-20,Air Jordan 1 Low,Pine Green,VNDS (Very Near Deadstock),136,143.54,Stadium Goods,59,7.539999999999992
TRX-103214,2023-05-15,Air Jordan 3 Retro,Mocha,Deadstock (Brand New),206,362.53,Walk-in Retail,6,156.52999999999997
TRX-103215,2023-08-17,Air Jordan 11 Retro,Chicago,Used,226,150.74,kick hub 2026,13,-75.25999999999999
TRX-103216,2024-09-24,Air Jordan 3 Retro,Black Cat,Deadstock (Brand New),206,317.34,StockX,7,111.33999999999997
TRX-103217,2023-01-31,Air Jordan 11 Retro,Pine Green,Deadstock (Brand New),230,804.58,GOAT,14,574.58
TRX-103218,2023-01-05,Air Jordan 1 High,Bred,Deadstock (Brand New),180,517.11,GOAT,9,337.11
TRX-103219,2023-01-18,Air Jordan 3 Retro,Bred,VNDS (Very Near Deadstock),208,232.49,Walk-in Retail,26,24.49000000000001
TRX-103220,2025-04-24,Air Jordan 3 Retro,Lost & Found,Deadstock (Brand New),202,337.09,Walk-in Retail,8,135.08999999999997
TRX-103221,2024-01-02,Air Jordan 1 High,Chicago,VNDS (Very Near Deadstock),176,180.93,Walk-in Retail,41,4.930000000000007
TRX-103222,2024-07-12,Air Jordan 4 Retro,Concord,Used,224,182.91,kick hub 2026,44,-41.09
TRX-103223,2023-08-10,Air Jordan 1 High,Military Blue,Used,183,134.54,kick hub 2026,40,-48.46000000000001
TRX-103224,2024-06-28,Air Jordan 1 Low,Black Cat,Used,135,115.95,kick hub 2026,48,-19.049999999999997
TRX-103225,2024-12-08,Air Jordan 3 Retro,Black Cat,VNDS (Very Near Deadstock),205,226.57,StockX,12,21.569999999999993
TRX-103226,2023-04-19,Air Jordan 1 High,Bred,Deadstock (Brand New),173,310.88,StockX,14,137.88
TRX-103227,2024-07-18,Air Jordan 4 Retro,Concord,Deadstock (Brand New),215,358.56,Stadium Goods,28,143.56
TRX-103228,2025-08-11,Air Jordan 3 Retro,Military Blue,VNDS (Very Near Deadstock),205,216.51,Walk-in Retail,46,11.509999999999991
TRX-103229,2023-01-19,Air Jordan 1 Low,Concord,Deadstock (Brand New),126,367.77,Walk-in Retail,39,241.76999999999998
TRX-103230,2025-07-29,Air Jordan 1 High,Concord,Deadstock (Brand New),176,350.47,StockX,8,174.47000000000003
TRX-103231,2024-10-29,Air Jordan 1 Low,Black Cat,Used,119,74.84,StockX,3,-44.16
TRX-103232,2023-03-27,Air Jordan 3 Retro,Lost & Found,Deadstock (Brand New),202,614.37,Walk-in Retail,11,412.37
TRX-103233,2023-04-13,Air Jordan 4 Retro,Pine Green,Used,217,129.34,StockX,4,-87.66
TRX-103234,2025-05-10,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),186,235.14,Walk-in Retail,58,49.139999999999986
TRX-103235,2024-08-16,Air Jordan 3 Retro,Mocha,Used,200,113.27,StockX,10,-86.73
TRX-103236,2025-07-02,Air Jordan 11 Retro,Lost & Found,Deadstock (Brand New),226,675.44,kick hub 2026,28,449.44000000000005
TRX-103237,2024-02-12,Air Jordan 11 Retro,Sail,VNDS (Very Near Deadstock),227,232.01,kick hub 2026,37,5.009999999999991
TRX-103238,2023-09-26,Air Jordan 3 Retro,Lost & Found,Used,205,119.88,GOAT,12,-85.12
TRX-103239,2023-11-18,Air Jordan 1 High,Lost & Found,Used,177,100.88,Stadium Goods,40,-76.12
TRX-103240,2024-11-23,Air Jordan 1 High,Chicago,Deadstock (Brand New),173,372.22,Walk-in Retail,49,199.22000000000003
TRX-103241,2025-03-02,Air Jordan 1 Low,Pine Green,Deadstock (Brand New),126,231.04,GOAT,6,105.03999999999999
TRX-103242,2024-08-21,Air Jordan 3 Retro,Black Cat,Deadstock (Brand New),210,618.94,GOAT,1,408.94000000000005
TRX-103243,2023-03-14,Air Jordan 3 Retro,Sail,Used,203,161.73,Stadium Goods,59,-41.27000000000001
TRX-103244,2024-08-17,Air Jordan 1 High,Chicago,Deadstock (Brand New),187,258.9,StockX,3,71.89999999999998
TRX-103245,2024-11-05,Air Jordan 3 Retro,Chicago,Used,206,134.07,GOAT,5,-71.93
TRX-103246,2023-03-20,Air Jordan 11 Retro,Lost & Found,Used,230,202.69,StockX,6,-27.310000000000002
TRX-103247,2024-02-11,Air Jordan 4 Retro,Pine Green,Used,221,180.7,GOAT,12,-40.30000000000001
TRX-103248,2024-10-09,Air Jordan 3 Retro,Black Cat,Used,202,122.27,Walk-in Retail,19,-79.73
TRX-103249,2024-08-15,Air Jordan 11 Retro,Chicago,Deadstock (Brand New),230,383.83,GOAT,8,153.82999999999998
TRX-103250,2024-05-29,Air Jordan 4 Retro,Bred,VNDS (Very Near Deadstock),218,300.11,StockX,12,82.11000000000001
TRX-103251,2024-09-03,Air Jordan 4 Retro,Mocha,Deadstock (Brand New),216,312.47,Walk-in Retail,15,96.47000000000003
TRX-103252,2023-12-22,Air Jordan 1 Low,Sail,Deadstock (Brand New),113,229.33,Stadium Goods,32,116.33000000000001
TRX-103253,2024-02-05,Air Jordan 4 Retro,Sail,VNDS (Very Near Deadstock),217,279.18,kick hub 2026,25,62.18000000000001
TRX-103254,2025-03-12,Air Jordan 1 Low,Chicago,Used,114,96.65,Walk-in Retail,59,-17.349999999999994
TRX-103255,2023-03-01,Air Jordan 4 Retro,Lost & Found,VNDS (Very Near Deadstock),224,259.62,kick hub 2026,35,35.620000000000005
TRX-103256,2023-01-18,Air Jordan 3 Retro,Concord,VNDS (Very Near Deadstock),200,250.61,GOAT,2,50.610000000000014
TRX-103257,2024-08-19,Air Jordan 3 Retro,Sail,Deadstock (Brand New),206,497.39,Walk-in Retail,58,291.39
TRX-103258,2025-08-28,Air Jordan 1 Low,Military Blue,Used,130,65.48,Stadium Goods,38,-64.52
TRX-103259,2024-01-14,Air Jordan 3 Retro,Pine Green,Deadstock (Brand New),209,443.52,Walk-in Retail,40,234.51999999999998
TRX-103260,2023-12-01,Air Jordan 3 Retro,Military Blue,Used,202,134.89,Walk-in Retail,21,-67.11000000000001
TRX-103261,2025-04-17,Air Jordan 4 Retro,Pine Green,Deadstock (Brand New),225,546.73,GOAT,9,321.73
TRX-103262,2024-03-02,Air Jordan 4 Retro,Chicago,Deadstock (Brand New),220,485.2,Stadium Goods,60,265.2
TRX-103263,2024-11-18,Air Jordan 4 Retro,Lost & Found,VNDS (Very Near Deadstock),217,279.71,StockX,1,62.70999999999998
TRX-103264,2023-12-12,Air Jordan 1 Low,Pine Green,Used,113,67.51,GOAT,13,-45.489999999999995
TRX-103265,2025-09-27,Air Jordan 1 High,Mocha,VNDS (Very Near Deadstock),174,191.49,Stadium Goods,24,17.49000000000001
TRX-103266,2023-12-13,Air Jordan 1 High,Chicago,VNDS (Very Near Deadstock),181,234.35,StockX,3,53.349999999999994
TRX-103267,2025-03-24,Air Jordan 1 High,Bred,Used,190,145.74,kick hub 2026,12,-44.25999999999999
TRX-103268,2024-04-06,Air Jordan 1 Low,Concord,Deadstock (Brand New),128,396.13,StockX,9,268.13
TRX-103269,2023-12-11,Air Jordan 1 High,Sail,VNDS (Very Near Deadstock),177,254.63,kick hub 2026,40,77.63
TRX-103270,2024-12-11,Air Jordan 1 Low,Black Cat,VNDS (Very Near Deadstock),125,133.08,Stadium Goods,18,8.080000000000013
TRX-103271,2024-05-04,Air Jordan 4 Retro,Pine Green,VNDS (Very Near Deadstock),224,313.45,kick hub 2026,43,89.44999999999999
TRX-103272,2024-03-11,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),190,211.45,GOAT,13,21.44999999999999
TRX-103273,2023-03-15,Air Jordan 4 Retro,Mocha,Deadstock (Brand New),218,531.45,kick hub 2026,15,313.45000000000005
